index,type,class_idx,feature_idx
18,weight,0,18
87,weight,0,87
181,weight,0,181
188,weight,0,188
239,weight,0,239
242,weight,0,242
252,weight,0,252
344,weight,0,344
381,weight,0,381
396,weight,0,396
398,weight,0,398
401,weight,0,401
417,weight,0,417
438,weight,0,438
464,weight,0,464
467,weight,0,467
489,weight,0,489
491,weight,0,491
499,weight,0,499
502,weight,0,502
525,weight,0,525
544,weight,0,544
552,weight,0,552
572,weight,0,572
584,weight,0,584
586,weight,0,586
596,weight,0,596
607,weight,0,607
633,weight,0,633
667,weight,0,667
677,weight,0,677
701,weight,0,701
702,weight,0,702
725,weight,0,725
762,weight,0,762
774,weight,0,774
789,weight,0,789
807,weight,0,807
818,weight,0,818
861,weight,0,861
862,weight,0,862
873,weight,0,873
876,weight,0,876
927,weight,0,927
1024,weight,0,1024
1040,weight,0,1040
1060,weight,0,1060
1063,weight,0,1063
1083,weight,0,1083
1182,weight,0,1182
1186,weight,0,1186
1293,weight,0,1293
1304,weight,0,1304
1329,weight,0,1329
1345,weight,0,1345
1346,weight,0,1346
1368,weight,0,1368
1373,weight,0,1373
1400,weight,0,1400
1409,weight,0,1409
1456,weight,0,1456
1461,weight,0,1461
1503,weight,0,1503
1539,weight,0,1539
1544,weight,0,1544
1574,weight,0,1574
1616,weight,0,1616
1700,weight,0,1700
1722,weight,0,1722
1728,weight,0,1728
1793,weight,0,1793
1801,weight,0,1801
1882,weight,0,1882
1895,weight,0,1895
1921,weight,0,1921
1938,weight,0,1938
1945,weight,0,1945
1966,weight,0,1966
1976,weight,0,1976
1982,weight,0,1982
1997,weight,0,1997
2000,weight,0,2000
2001,weight,0,2001
2016,weight,0,2016
2039,weight,0,2039
2047,weight,0,2047
2065,weight,1,17
2073,weight,1,25
2078,weight,1,30
2090,weight,1,42
2135,weight,1,87
2143,weight,1,95
2160,weight,1,112
2184,weight,1,136
2199,weight,1,151
2202,weight,1,154
2212,weight,1,164
2219,weight,1,171
2233,weight,1,185
2239,weight,1,191
2258,weight,1,210
2268,weight,1,220
2274,weight,1,226
2280,weight,1,232
2301,weight,1,253
2309,weight,1,261
2313,weight,1,265
2330,weight,1,282
2343,weight,1,295
2354,weight,1,306
2362,weight,1,314
2376,weight,1,328
2390,weight,1,342
2397,weight,1,349
2409,weight,1,361
2414,weight,1,366
2422,weight,1,374
2473,weight,1,425
2480,weight,1,432
2481,weight,1,433
2489,weight,1,441
2495,weight,1,447
2524,weight,1,476
2538,weight,1,490
2556,weight,1,508
2560,weight,1,512
2569,weight,1,521
2587,weight,1,539
2592,weight,1,544
2626,weight,1,578
2627,weight,1,579
2650,weight,1,602
2656,weight,1,608
2671,weight,1,623
2723,weight,1,675
2727,weight,1,679
2728,weight,1,680
2739,weight,1,691
2747,weight,1,699
2748,weight,1,700
2756,weight,1,708
2760,weight,1,712
2770,weight,1,722
2777,weight,1,729
2778,weight,1,730
2812,weight,1,764
2817,weight,1,769
2824,weight,1,776
2827,weight,1,779
2837,weight,1,789
2851,weight,1,803
2855,weight,1,807
2870,weight,1,822
2892,weight,1,844
2910,weight,1,862
2912,weight,1,864
2921,weight,1,873
2935,weight,1,887
2937,weight,1,889
2942,weight,1,894
2948,weight,1,900
2966,weight,1,918
2991,weight,1,943
2993,weight,1,945
2994,weight,1,946
3026,weight,1,978
3031,weight,1,983
3043,weight,1,995
3047,weight,1,999
3055,weight,1,1007
3056,weight,1,1008
3110,weight,1,1062
3148,weight,1,1100
3159,weight,1,1111
3161,weight,1,1113
3165,weight,1,1117
3166,weight,1,1118
3183,weight,1,1135
3198,weight,1,1150
3205,weight,1,1157
3221,weight,1,1173
3226,weight,1,1178
3229,weight,1,1181
3240,weight,1,1192
3266,weight,1,1218
3280,weight,1,1232
3287,weight,1,1239
3297,weight,1,1249
3323,weight,1,1275
3326,weight,1,1278
3338,weight,1,1290
3342,weight,1,1294
3350,weight,1,1302
3372,weight,1,1324
3387,weight,1,1339
3390,weight,1,1342
3400,weight,1,1352
3437,weight,1,1389
3440,weight,1,1392
3443,weight,1,1395
3448,weight,1,1400
3451,weight,1,1403
3483,weight,1,1435
3499,weight,1,1451
3505,weight,1,1457
3518,weight,1,1470
3525,weight,1,1477
3536,weight,1,1488
3538,weight,1,1490
3546,weight,1,1498
3548,weight,1,1500
3550,weight,1,1502
