index,type,class_idx,feature_idx
2060,weight,1,12
2073,weight,1,25
2105,weight,1,57
2112,weight,1,64
2122,weight,1,74
2127,weight,1,79
2135,weight,1,87
2149,weight,1,101
2151,weight,1,103
2160,weight,1,112
2169,weight,1,121
2215,weight,1,167
2228,weight,1,180
2229,weight,1,181
2275,weight,1,227
2280,weight,1,232
2287,weight,1,239
2292,weight,1,244
2305,weight,1,257
2309,weight,1,261
2326,weight,1,278
2330,weight,1,282
2366,weight,1,318
2376,weight,1,328
2405,weight,1,357
2409,weight,1,361
2422,weight,1,374
2432,weight,1,384
2442,weight,1,394
2444,weight,1,396
2473,weight,1,425
2480,weight,1,432
2492,weight,1,444
2513,weight,1,465
2542,weight,1,494
2601,weight,1,553
2612,weight,1,564
2622,weight,1,574
2640,weight,1,592
2649,weight,1,601
2651,weight,1,603
2682,weight,1,634
2760,weight,1,712
2771,weight,1,723
2795,weight,1,747
2814,weight,1,766
2860,weight,1,812
2864,weight,1,816
2884,weight,1,836
2887,weight,1,839
2891,weight,1,843
2921,weight,1,873
2938,weight,1,890
2947,weight,1,899
2960,weight,1,912
2973,weight,1,925
2974,weight,1,926
3019,weight,1,971
3080,weight,1,1032
3106,weight,1,1058
3153,weight,1,1105
3157,weight,1,1109
3158,weight,1,1110
3179,weight,1,1131
3227,weight,1,1179
3228,weight,1,1180
3237,weight,1,1189
3244,weight,1,1196
3248,weight,1,1200
3287,weight,1,1239
3307,weight,1,1259
3372,weight,1,1324
3386,weight,1,1338
3431,weight,1,1383
3440,weight,1,1392
3445,weight,1,1397
3446,weight,1,1398
3467,weight,1,1419
3502,weight,1,1454
3525,weight,1,1477
3531,weight,1,1483
3549,weight,1,1501
3562,weight,1,1514
3570,weight,1,1522
3597,weight,1,1549
3603,weight,1,1555
3641,weight,1,1593
3685,weight,1,1637
3714,weight,1,1666
3716,weight,1,1668
3747,weight,1,1699
3766,weight,1,1718
3785,weight,1,1737
3787,weight,1,1739
3789,weight,1,1741
3821,weight,1,1773
3836,weight,1,1788
3843,weight,1,1795
3880,weight,1,1832
3910,weight,1,1862
3967,weight,1,1919
3985,weight,1,1937
3986,weight,1,1938
4001,weight,1,1953
4020,weight,1,1972
4068,weight,1,2020
10273,weight,5,33
10362,weight,5,122
10402,weight,5,162
10611,weight,5,371
10628,weight,5,388
10650,weight,5,410
10784,weight,5,544
10818,weight,5,578
10852,weight,5,612
10878,weight,5,638
10920,weight,5,680
10965,weight,5,725
11004,weight,5,764
11135,weight,5,895
11182,weight,5,942
11250,weight,5,1010
11296,weight,5,1056
11309,weight,5,1069
11328,weight,5,1088
11369,weight,5,1129
11370,weight,5,1130
11397,weight,5,1157
11433,weight,5,1193
