index,type,class_idx,feature_idx
68,weight,0,68
89,weight,0,89
205,weight,0,205
284,weight,0,284
305,weight,0,305
329,weight,0,329
346,weight,0,346
401,weight,0,401
489,weight,0,489
525,weight,0,525
539,weight,0,539
599,weight,0,599
618,weight,0,618
831,weight,0,831
900,weight,0,900
902,weight,0,902
916,weight,0,916
935,weight,0,935
944,weight,0,944
983,weight,0,983
1049,weight,0,1049
1096,weight,0,1096
1115,weight,0,1115
1156,weight,0,1156
1207,weight,0,1207
1266,weight,0,1266
1428,weight,0,1428
1457,weight,0,1457
1544,weight,0,1544
1563,weight,0,1563
1600,weight,0,1600
1645,weight,0,1645
1665,weight,0,1665
1680,weight,0,1680
1701,weight,0,1701
1761,weight,0,1761
1801,weight,0,1801
1829,weight,0,1829
1890,weight,0,1890
1917,weight,0,1917
1937,weight,0,1937
1941,weight,0,1941
1988,weight,0,1988
2016,weight,0,2016
2075,weight,1,27
2091,weight,1,43
2184,weight,1,136
2260,weight,1,212
2295,weight,1,247
2358,weight,1,310
2436,weight,1,388
2478,weight,1,430
2485,weight,1,437
2503,weight,1,455
2554,weight,1,506
2556,weight,1,508
2637,weight,1,589
2652,weight,1,604
2671,weight,1,623
2909,weight,1,861
3034,weight,1,986
3068,weight,1,1020
3227,weight,1,1179
3306,weight,1,1258
3320,weight,1,1272
3358,weight,1,1310
3362,weight,1,1314
3369,weight,1,1321
3428,weight,1,1380
3500,weight,1,1452
3502,weight,1,1454
3525,weight,1,1477
3653,weight,1,1605
3715,weight,1,1667
3726,weight,1,1678
3738,weight,1,1690
3764,weight,1,1716
3809,weight,1,1761
3899,weight,1,1851
3903,weight,1,1855
4004,weight,1,1956
4054,weight,1,2006
4070,weight,1,2022
4082,weight,1,2034
4098,weight,2,2
4189,weight,2,93
4339,weight,2,243
4342,weight,2,246
4349,weight,2,253
4440,weight,2,344
4479,weight,2,383
4556,weight,2,460
4564,weight,2,468
4573,weight,2,477
4622,weight,2,526
4685,weight,2,589
4704,weight,2,608
4719,weight,2,623
4749,weight,2,653
4792,weight,2,696
4886,weight,2,790
4887,weight,2,791
4929,weight,2,833
4939,weight,2,843
5014,weight,2,918
5099,weight,2,1003
5188,weight,2,1092
5266,weight,2,1170
5329,weight,2,1233
5344,weight,2,1248
5352,weight,2,1256
5433,weight,2,1337
5628,weight,2,1532
5662,weight,2,1566
5742,weight,2,1646
5787,weight,2,1691
5789,weight,2,1693
5951,weight,2,1855
5963,weight,2,1867
6033,weight,2,1937
6099,weight,2,2003
6130,weight,2,2034
6251,weight,3,107
6497,weight,3,353
6525,weight,3,381
6557,weight,3,413
6591,weight,3,447
6614,weight,3,470
6659,weight,3,515
