index,type,class_idx,feature_idx
2059,weight,1,11
2060,weight,1,12
2073,weight,1,25
2078,weight,1,30
2090,weight,1,42
2096,weight,1,48
2105,weight,1,57
2112,weight,1,64
2113,weight,1,65
2118,weight,1,70
2122,weight,1,74
2127,weight,1,79
2135,weight,1,87
2136,weight,1,88
2137,weight,1,89
2143,weight,1,95
2149,weight,1,101
2151,weight,1,103
2152,weight,1,104
2160,weight,1,112
2169,weight,1,121
2182,weight,1,134
2210,weight,1,162
2215,weight,1,167
2222,weight,1,174
2226,weight,1,178
2228,weight,1,180
2229,weight,1,181
2234,weight,1,186
2254,weight,1,206
2259,weight,1,211
2262,weight,1,214
2267,weight,1,219
2270,weight,1,222
2275,weight,1,227
2280,weight,1,232
2284,weight,1,236
2287,weight,1,239
2292,weight,1,244
2305,weight,1,257
2309,weight,1,261
2326,weight,1,278
2330,weight,1,282
2345,weight,1,297
2366,weight,1,318
2376,weight,1,328
2385,weight,1,337
2386,weight,1,338
2393,weight,1,345
2395,weight,1,347
2402,weight,1,354
2405,weight,1,357
2409,weight,1,361
2420,weight,1,372
2422,weight,1,374
2432,weight,1,384
2436,weight,1,388
2440,weight,1,392
2442,weight,1,394
2444,weight,1,396
2455,weight,1,407
2459,weight,1,411
2473,weight,1,425
2480,weight,1,432
2485,weight,1,437
2492,weight,1,444
2513,weight,1,465
2525,weight,1,477
2542,weight,1,494
2583,weight,1,535
2585,weight,1,537
2601,weight,1,553
2610,weight,1,562
2612,weight,1,564
2622,weight,1,574
2628,weight,1,580
2636,weight,1,588
2640,weight,1,592
2649,weight,1,601
2651,weight,1,603
2668,weight,1,620
2682,weight,1,634
2692,weight,1,644
2722,weight,1,674
2736,weight,1,688
2760,weight,1,712
2771,weight,1,723
2793,weight,1,745
2795,weight,1,747
2796,weight,1,748
2808,weight,1,760
2814,weight,1,766
2820,weight,1,772
2832,weight,1,784
2852,weight,1,804
2853,weight,1,805
2856,weight,1,808
2860,weight,1,812
2864,weight,1,816
2866,weight,1,818
2882,weight,1,834
2884,weight,1,836
2887,weight,1,839
2891,weight,1,843
2897,weight,1,849
2905,weight,1,857
2910,weight,1,862
2911,weight,1,863
2918,weight,1,870
2921,weight,1,873
2922,weight,1,874
2938,weight,1,890
2942,weight,1,894
2947,weight,1,899
2960,weight,1,912
2973,weight,1,925
2974,weight,1,926
2988,weight,1,940
2998,weight,1,950
2999,weight,1,951
3015,weight,1,967
3019,weight,1,971
3022,weight,1,974
3026,weight,1,978
3051,weight,1,1003
3059,weight,1,1011
3080,weight,1,1032
3087,weight,1,1039
3089,weight,1,1041
3097,weight,1,1049
3099,weight,1,1051
3106,weight,1,1058
3122,weight,1,1074
3136,weight,1,1088
3144,weight,1,1096
3151,weight,1,1103
3153,weight,1,1105
3157,weight,1,1109
3158,weight,1,1110
3179,weight,1,1131
3191,weight,1,1143
3204,weight,1,1156
3207,weight,1,1159
3211,weight,1,1163
3227,weight,1,1179
3228,weight,1,1180
3235,weight,1,1187
3237,weight,1,1189
3243,weight,1,1195
3244,weight,1,1196
3248,weight,1,1200
3255,weight,1,1207
3263,weight,1,1215
3275,weight,1,1227
3287,weight,1,1239
3290,weight,1,1242
3301,weight,1,1253
3307,weight,1,1259
3331,weight,1,1283
3335,weight,1,1287
3348,weight,1,1300
